customer_id,month,name,age,occupation,annual_income,num_bank_accounts,num_of_loans,type_of_loans,delay_from_due_date,num_of_delayed_payments,changed_credit_limit,num_credit_inquiries,credit_mix,outstanding_debt,credit_utilization_ratio,credit_history_age,payment_of_min_amount,total_emi_per_month,amount_invested_monthly,payment_behaviour,monthly_balance,credit_score
CUS_0x84fe,August,Leee,38,Media_Manager,30111.3,7,9,"Auto Loan, Mortgage Loan, Personal Loan, Not Specified, Mortgage Loan, Mortgage Loan, Not Specified, Mortgage Loan, and Student Loan",53,20.0,6,14.0,Bad,3075.29,32.66,4 Years and 6 Months,Yes,140.84,227.34,Low_spent_Small_value_payments,196.15,Poor
CUS_0xc88,July,Greg Roumeliotish,45,Doctor,29378.06,7,4,"Credit-Builder Loan, Personal Loan, Home Equity Loan, and Debt Consolidation Loan",19,8.0,8,6.0,Standard,1078.84,24.59,18 Years and 4 Months,Yes,51341.0,103.79,High_spent_Small_value_payments,294.41,Standard
CUS_0x9486,July,Janeman Latulv,45,,15659.78,9,8,"Personal Loan, Debt Consolidation Loan, Mortgage Loan, Auto Loan, Credit-Builder Loan, Mortgage Loan, Auto Loan, and Personal Loan",43,20.0,6,11.0,Bad,2302.28,37.07,14 Years and 2 Months,Yes,66.24,43.61,High_spent_Small_value_payments,263.46,Poor
CUS_0x9486,August,Janeman Latulv,45,Musician,15659.78,9,8,"Personal Loan, Debt Consolidation Loan, Mortgage Loan, Auto Loan, Credit-Builder Loan, Mortgage Loan, Auto Loan, and Personal Loan",44,19.0,3,11.0,Bad,2302.28,26.4,14 Years and 3 Months,Yes,66.24,85.81,Low_spent_Small_value_payments,251.26,Poor
CUS_0x4c9b,August,Wilchinsv,39,Lawyer,27947.42,7,2,"Auto Loan, and Not Specified",27,18.0,11,5.0,Standard,1472.05,28.94,32 Years and 8 Months,Yes,31.34,57.56,High_spent_Medium_value_payments,410.0,Standard
CUS_0x9b27,July,Jonathanw,51,Developer,12382.94,4,3,"Credit-Builder Loan, Mortgage Loan, and Debt Consolidation Loan",25,15.0,18,7.0,Standard,407.8,35.53,28 Years and 10 Months,Yes,20.8,37.12,Low_spent_Small_value_payments,338.27,Standard
CUS_0x9b27,August,Jonathanw,51,Developer,12382.94,4,3,"Credit-Builder Loan, Mortgage Loan, and Debt Consolidation Loan",25,14.0,18,7.0,Standard,407.8,37.57,28 Years and 11 Months,Yes,20.8,102.09,Low_spent_Small_value_payments,273.3,Standard
CUS_0x1bb0,August,Alpera,49,Entrepreneur,20849.95,8,1,Payday Loan,20,20.0,4,2.0,Standard,327.77,29.32,27 Years and 6 Months,No,9.06,135.36,Low_spent_Small_value_payments,340.73,Standard
CUS_0xbd5e,August,Leskep,52,Journalist,37452.59,4,1,Credit-Builder Loan,4,9.0,4,8.0,Good,1286.4,25.66,20 Years and 11 Months,No,29.05,38.24,High_spent_Large_value_payments,468.91,Good
CUS_0x5d6a,July,Swetha Gopinathw,37,Entrepreneur,66074.92,8,6,"Not Specified, Home Equity Loan, Debt Consolidation Loan, Credit-Builder Loan, Mortgage Loan, and Not Specified",59,25.0,1,12.0,Bad,2057.22,28.0,7 Years and 8 Months,Yes,217.62,274.44,High_spent_Small_value_payments,290.07,Poor
CUS_0x3fde,July,Cezary Podkulw,34,Scientist,32033.29,5,4,"Credit-Builder Loan, Home Equity Loan, Home Equity Loan, and Not Specified",19,13.0,0,5.0,Standard,1475.3,31.15,20 Years and 2 Months,No,71.3,141.37,Low_spent_Medium_value_payments,334.77,Standard
CUS_0x3fde,August,Cezary Podkulw,34,Scientist,32033.29,5,4,"Credit-Builder Loan, Home Equity Loan, Home Equity Loan, and Not Specified",18,13.0,0,5.0,Standard,1475.3,34.54,20 Years and 3 Months,No,71.3,205.84,Low_spent_Large_value_payments,260.3,Standard
CUS_0x7e0f,July,Nick Browny,44,Architect,165368.56,2,1,Not Specified,0,11.0,11,0.0,Good,1200.66,39.31,16 Years and 5 Months,No,78.53,731.13,Low_spent_Large_value_payments,816.52,Good
CUS_0x7e0f,August,Nick Browny,44,Architect,165368.56,2,1,Not Specified,2,11.0,9,0.0,Good,1200.66,29.57,16 Years and 6 Months,No,78.53,1000.32,Low_spent_Medium_value_payments,557.32,Good
CUS_0x56b9,August,Nyambura-Mwauray,31,Doctor,48644.8,6,4,"Credit-Builder Loan, Debt Consolidation Loan, Mortgage Loan, and Debt Consolidation Loan",7,10.0,3,2.0,Standard,539.35,29.44,31 Years and 11 Months,No,121.56,47.73,High_spent_Medium_value_payments,494.99,Standard
CUS_0x5f45,July,Alina Selyukhg,31,Journalist,28747.25,3,-100,"Mortgage Loan, and Auto Loan",10,12.0,-1,7.0,Good,1464.69,25.07,15 Years and 11 Months,No,46.43,124.74,Low_spent_Small_value_payments,371.19,Good
CUS_0x5f45,August,Alina Selyukhg,31,Journalist,28747.25,3,-100,"Mortgage Loan, and Auto Loan",10,11.0,1,7.0,Good,1464.69,27.47,16 Years and 0 Months,No,153.47,60.57,High_spent_Medium_value_payments,395.35,Good
CUS_0x24ee,July,Taroi,39,Engineer,15496.42,7,-100,"Debt Consolidation Loan, Debt Consolidation Loan, Home Equity Loan, Debt Consolidation Loan, Not Specified, Mortgage Loan, and Credit-Builder Loan",54,19.0,8,11.0,Bad,1883.54,28.39,20 Years and 1 Months,Yes,72.71,58.04,Low_spent_Large_value_payments,245.19,Poor
CUS_0x24ee,August,Taroi,39,Engineer,15496.42,7,-100,"Debt Consolidation Loan, Debt Consolidation Loan, Home Equity Loan, Debt Consolidation Loan, Not Specified, Mortgage Loan, and Credit-Builder Loan",55,19.0,8,11.0,Bad,1883.54,24.02,20 Years and 2 Months,Yes,72.71,69.78,Low_spent_Medium_value_payments,243.45,Poor
CUS_0x3e17,July,Langey,44,Media_Manager,57502.5,10,7,"Student Loan, Credit-Builder Loan, Payday Loan, Not Specified, Payday Loan, Auto Loan, and Not Specified",61,14.0,15,9.0,Standard,2521.64,29.52,19 Years and 3 Months,Yes,286.53,116.5,High_spent_Medium_value_payments,352.56,Poor
CUS_0x3e17,August,Langey,44,Media_Manager,57502.5,10,7,"Student Loan, Credit-Builder Loan, Payday Loan, Not Specified, Payday Loan, Auto Loan, and Not Specified",61,11.0,15,9.0,Standard,2521.64,40.18,19 Years and 4 Months,Yes,286.53,182.65,Low_spent_Small_value_payments,326.41,Poor
CUS_0x40be,July,Peter Rudegeairx,40,Mechanic,23923.54,4,4,"Mortgage Loan, Debt Consolidation Loan, Home Equity Loan, and Payday Loan",26,1211.0,8,1.0,Standard,877.44,31.04,28 Years and 11 Months,No,78.25,204.17,Low_spent_Small_value_payments,180.54,Standard
CUS_0x3b9d,July,Dianeg,41,Entrepreneur,73226.6,10,6,"Debt Consolidation Loan, Student Loan, Payday Loan, Debt Consolidation Loan, Home Equity Loan, and Auto Loan",56,15.0,10,8.0,Standard,2492.68,27.47,14 Years and 7 Months,Yes,270.76,89.43,High_spent_Large_value_payments,499.03,Poor
CUS_0xaa4,July,Ricks,46,Architect,36760.86,6,5,"Not Specified, Debt Consolidation Loan, Not Specified, Not Specified, and Home Equity Loan",16,15.0,21,12.0,Bad,3596.56,22.67,13 Years and 10 Months,Yes,151.64,73.32,High_spent_Small_value_payments,331.78,Poor
CUS_0xada3,August,Keithd,20,Writer,28059.97,3,1,Payday Loan,11,9.0,15,2.0,Good,80.83,34.46,29 Years and 9 Months,NM,21.49,25.21,High_spent_Large_value_payments,424.53,Standard
CUS_0x1b9c,July,Martin Santad,5236,Media_Manager,11603.81,6,2,"Mortgage Loan, and Not Specified",24,15.0,7,4.0,Good,10.55,35.59,20 Years and 1 Months,No,15.04,53.99,Low_spent_Small_value_payments,311.06,Good
CUS_0x1b9c,August,Martin Santad,5236,Media_Manager,11603.81,6,2,"Mortgage Loan, and Not Specified",24,15.0,7,4.0,Good,10.55,29.3,20 Years and 2 Months,No,15.04,66.24,Low_spent_Large_value_payments,278.82,Good
CUS_0x18ab,August,Huw Jonesb,20,Musician,14840.5,9,9,"Not Specified, Home Equity Loan, Auto Loan, Payday Loan, Student Loan, Personal Loan, Mortgage Loan, Not Specified, and Auto Loan",11,22.0,22,7.0,Bad,2685.41,27.71,12 Years and 3 Months,Yes,84.42,191.2,Low_spent_Small_value_payments,164.55,Standard
CUS_0x8a47,August,Lisar,45,Journalist,65163.0,3,5,"Debt Consolidation Loan, Credit-Builder Loan, Payday Loan, Personal Loan, and Mortgage Loan",6,9.0,18,4.0,Standard,64.66,35.12,11 Years and 10 Months,Yes,224.52,143.06,High_spent_Small_value_payments,451.04,Standard
CUS_0xc58,July,Daniel Flynnt,46,Developer,31185.98,6,4,"Student Loan, Auto Loan, Student Loan, and Payday Loan",5,10.0,9,5.0,Standard,2089.89,27.25,15 Years and 2 Months,Yes,92.53,10000.0,Low_spent_Medium_value_payments,232.24,Standard
CUS_0xc58,August,Daniel Flynnt,46,Developer,31185.98,6,4,"Student Loan, Auto Loan, Student Loan, and Payday Loan",6,8.0,10,10.0,Standard,2089.89,25.7,15 Years and 3 Months,NM,92.53,275.27,Low_spent_Small_value_payments,165.69,Standard
CUS_0x73e6,July,Sinead Cruisep,27,Developer,25290.87,3,3,"Student Loan, Mortgage Loan, and Student Loan",8,12.0,17,5.0,Standard,340.65,26.18,21 Years and 9 Months,Yes,59.87,71.93,High_spent_Medium_value_payments,305.06,Standard
CUS_0x950a,July,Sakarip,38,Journalist,69637.24,8,6,"Auto Loan, Not Specified, Student Loan, Credit-Builder Loan, Mortgage Loan, and Not Specified",23,21.0,9,10.0,Bad,1644.89,37.0,11 Years and 8 Months,Yes,313.46,518.14,Low_spent_Small_value_payments,64.31,Poor
CUS_0xc71a,July,Marck,28,Mechanic,85653.96,8,4,"Auto Loan, Payday Loan, Student Loan, and Payday Loan",4,18.0,9,3.0,Standard,883.74,26.02,20 Years and 7 Months,No,229.09,730.7,Low_spent_Small_value_payments,51.4,Standard
CUS_0xc71a,August,Marck,28,Mechanic,85653.96,8,4,"Auto Loan, Payday Loan, Student Loan, and Payday Loan",7,18.0,9,3.0,Standard,883.74,38.3,20 Years and 8 Months,No,229.09,154.8,High_spent_Large_value_payments,577.29,Standard
CUS_0x3542,July,Webbj,24,Writer,20455.92,8,5,"Auto Loan, Mortgage Loan, Not Specified, Payday Loan, and Mortgage Loan",20,18.0,16,9.0,Bad,4176.67,26.43,7 Years and 5 Months,Yes,48.49,143.93,Low_spent_Medium_value_payments,281.14,Standard
CUS_0x3542,August,Webbj,24,Writer,20455.92,8,5,"Auto Loan, Mortgage Loan, Not Specified, Payday Loan, and Mortgage Loan",20,21.0,16,9.0,Bad,4176.67,27.55,7 Years and 6 Months,Yes,48.49,95.97,Low_spent_Small_value_payments,339.1,Poor
CUS_0x3f1a,July,Naveenu,42,Architect,7832.3,9,5,"Home Equity Loan, Payday Loan, Payday Loan, Payday Loan, and Payday Loan",30,22.0,8,8.0,Bad,3951.21,29.38,0 Years and 10 Months,Yes,27.09,41.08,Low_spent_Small_value_payments,270.69,Poor
CUS_0x3f1a,August,Naveenu,42,Architect,7832.3,9,5,"Home Equity Loan, Payday Loan, Payday Loan, Payday Loan, and Payday Loan",30,23.0,8,8.0,Bad,3951.21,28.47,0 Years and 11 Months,Yes,27.09,28.93,Low_spent_Small_value_payments,282.85,Poor
CUS_0xbfa7,August,Emily Flitterb,18,Accountant,8886.06,8,6,"Credit-Builder Loan, Debt Consolidation Loan, Not Specified, Credit-Builder Loan, Payday Loan, and Not Specified",14,8.0,12,8.0,Standard,1190.59,37.45,19 Years and 5 Months,Yes,34.79,70.24,Low_spent_Small_value_payments,239.42,Good
CUS_0x715f,August,Kims,-500,Writer,83823.22,3,1,Auto Loan,14,10.0,7,0.0,Good,184.71,25.65,20 Years and 9 Months,No,41.3,588.75,Low_spent_Small_value_payments,344.07,Standard
CUS_0x689,July,aranis,35,,47984.19,8,5,"Debt Consolidation Loan, Debt Consolidation Loan, Credit-Builder Loan, Credit-Builder Loan, and Personal Loan",35,18.0,1,12.0,Bad,1476.27,35.51,13 Years and 7 Months,Yes,195.26,68.42,High_spent_Small_value_payments,368.19,Standard
CUS_0x689,August,aranis,35,Doctor,47984.19,8,5,"Debt Consolidation Loan, Debt Consolidation Loan, Credit-Builder Loan, Credit-Builder Loan, and Personal Loan",39,15.0,1,12.0,Bad,1476.27,27.01,13 Years and 8 Months,Yes,195.26,171.5,High_spent_Small_value_payments,265.11,Standard
CUS_0x7226,July,David Stanwayb,42,Mechanic,58871.28,5,4,"Credit-Builder Loan, Mortgage Loan, Payday Loan, and Credit-Builder Loan",1,10.0,8,4.0,Good,1465.8,39.85,33 Years and 1 Months,No,167.08,188.61,High_spent_Small_value_payments,408.6,Standard
CUS_0x7226,August,David Stanwayb,42,Mechanic,58871.28,5,4,"Credit-Builder Loan, Mortgage Loan, Payday Loan, and Credit-Builder Loan",0,10.0,8,4.0,Good,1465.8,24.7,33 Years and 2 Months,NM,167.08,271.54,Low_spent_Small_value_payments,355.68,Good
CUS_0xa0be,July,Foo Yunu,36,Lawyer,17074.51,7,5,"Auto Loan, Personal Loan, Home Equity Loan, Not Specified, and Not Specified",54,22.0,11,10.0,Bad,1598.4,38.98,18 Years and 5 Months,Yes,60.96,34.32,High_spent_Medium_value_payments,297.4,Standard
CUS_0xa0be,August,Foo Yunu,36,,17074.51,7,5,"Auto Loan, Personal Loan, Home Equity Loan, Not Specified, and Not Specified",59,24.0,7,10.0,Bad,1598.4,35.77,18 Years and 6 Months,Yes,60.96,10000.0,Low_spent_Large_value_payments,290.13,Standard
CUS_0x35f4,July,enr,31,Manager,21131.71,8,1,Payday Loan,9,10.0,11,4.0,Standard,34.15,35.1,13 Years and 4 Months,Yes,10.59,106.81,Low_spent_Medium_value_payments,350.9,Standard
CUS_0x35f4,August,enr,31,Manager,21131.71,8,1,Payday Loan,9,13.0,15,4.0,Standard,34.15,32.12,13 Years and 5 Months,NM,10.59,25.02,High_spent_Medium_value_payments,402.69,Standard
CUS_0x7ee,July,Maria Sheahany,30,Lawyer,20637.2,4,4,"Personal Loan, Mortgage Loan, Mortgage Loan, and Personal Loan",13,21.0,9,4.0,Standard,1387.48,22.87,22 Years and 2 Months,Yes,68.57,26.37,High_spent_Large_value_payments,311.93,Standard
CUS_0x7ee,August,Maria Sheahany,30,Lawyer,20637.2,4,4,"Personal Loan, Mortgage Loan, Mortgage Loan, and Personal Loan",15,18.0,4,4.0,Standard,1387.48,37.32,22 Years and 3 Months,Yes,68.57,124.58,Low_spent_Small_value_payments,263.73,Standard
CUS_0xb1f6,August,Ananthalakshmie,40,Manager,122922.24,2,1,Not Specified,13,5.0,3,3.0,Good,1424.04,35.43,19 Years and 9 Months,No,59.66,144.55,High_spent_Large_value_payments,1056.85,Standard
CUS_0x7843,July,Oreskovicd,53,Mechanic,89913.09,8,3,"Mortgage Loan, Not Specified, and Debt Consolidation Loan",24,10.0,19,4.0,Standard,315.5,33.73,28 Years and 2 Months,Yes,207.97,265.15,High_spent_Medium_value_payments,541.76,Standard
CUS_0x7843,August,Oreskovicd,53,Mechanic,89913.09,8,3,"Mortgage Loan, Not Specified, and Debt Consolidation Loan",19,10.0,19,4.0,Standard,315.5,33.0,28 Years and 3 Months,Yes,207.97,235.78,Low_spent_Large_value_payments,591.13,Standard
CUS_0x30ca,August,Andrea Shalal-Esap,49,Mechanic,59861.2,3,4,"Payday Loan, Debt Consolidation Loan, Personal Loan, and Personal Loan",20,7.0,13,3.0,Standard,511.5,24.07,29 Years and 8 Months,Yes,157.34,587.65,Low_spent_Small_value_payments,29.75,Standard
CUS_0x4dc5,July,ernie Woodallz,34,Accountant,18292.21,8,7,"Credit-Builder Loan, Debt Consolidation Loan, Home Equity Loan, Student Loan, Debt Consolidation Loan, Student Loan, and Personal Loan",52,18.0,17,8.0,Bad,3489.9,27.91,6 Years and 10 Months,Yes,103.59,129.92,Low_spent_Small_value_payments,204.23,Standard
CUS_0x78eb,August,Douwe Miedemap,38,Musician,131121.75,4,1,Debt Consolidation Loan,10,5.0,2,3.0,Good,1027.15,31.82,18 Years and 10 Months,NM,95.7,354.33,Low_spent_Medium_value_payments,951.15,Standard
CUS_0x97a2,July,Qingh,29,Mechanic,7567.63,6,2,"Mortgage Loan, and Mortgage Loan",18,16.0,15,4.0,Standard,2583.31,39.59,7 Years and 2 Months,Yes,7.34,24.41,High_spent_Medium_value_payments,285.52,Poor
CUS_0x97a2,August,Qingh,29,Mechanic,7567.63,6,2,"Mortgage Loan, and Mortgage Loan",21,15.0,8,4.0,Standard,2583.31,34.42,7 Years and 3 Months,Yes,7.34,54.65,Low_spent_Small_value_payments,295.27,Poor
CUS_0x70ea,July,Giannoneo,38,Architect,14679.83,10,6,"Not Specified, Student Loan, Student Loan, Student Loan, Student Loan, and Student Loan",23,17.0,8,8.0,Bad,1784.88,32.84,8 Years and 4 Months,Yes,71.3,19.28,High_spent_Medium_value_payments,277.76,Poor
CUS_0x70ea,August,Giannoneo,38,Architect,14679.83,10,6,"Not Specified, Student Loan, Student Loan, Student Loan, Student Loan, and Student Loan",24,17.0,13,8.0,Bad,1784.88,27.6,8 Years and 5 Months,Yes,71.3,51.02,Low_spent_Small_value_payments,286.01,Standard
CUS_0xb46a,July,Alwyn Scottu,23,Accountant,37467.18,6,6,"Personal Loan, Personal Loan, Auto Loan, Student Loan, Payday Loan, and Personal Loan",32,21.0,6,8.0,Bad,2607.0,32.8,6 Years and 5 Months,Yes,117.34,60.99,High_spent_Large_value_payments,353.7,Standard
CUS_0x4daa,July,Laurend,44,Lawyer,34744.15,3,3,"Credit-Builder Loan, Home Equity Loan, and Student Loan",1,12.0,5,3.0,Good,219.59,31.71,33 Years and 5 Months,No,52.22,215.49,Low_spent_Medium_value_payments,290.73,Standard
CUS_0x4daa,August,Laurend,44,Lawyer,34744.15,3,3,"Credit-Builder Loan, Home Equity Loan, and Student Loan",1,13.0,0,3.0,Good,219.59,35.8,33 Years and 6 Months,No,52.22,278.7,Low_spent_Small_value_payments,237.52,Standard
CUS_0xa25a,August,Jessica Wohly,39,Doctor,55339.56,8,9,"Payday Loan, Personal Loan, Auto Loan, Personal Loan, Home Equity Loan, Home Equity Loan, Credit-Builder Loan, Home Equity Loan, and Mortgage Loan",19,14.0,7,7.0,Bad,2918.16,30.36,0 Years and 10 Months,Yes,252.12,261.41,Low_spent_Small_value_payments,241.33,Poor
CUS_0x1931,July,Jonathan Stempelt,19,Lawyer,20590.48,6,9,"Not Specified, Auto Loan, Mortgage Loan, Personal Loan, Debt Consolidation Loan, Credit-Builder Loan, Personal Loan, Student Loan, and Payday Loan",67,21.0,7,10.0,Bad,2097.73,34.58,8 Years and 11 Months,Yes,129.68,31.49,High_spent_Large_value_payments,249.32,Poor
CUS_0x1931,August,Jonathan Stempelt,19,Lawyer,20590.48,6,9,"Not Specified, Auto Loan, Mortgage Loan, Personal Loan, Debt Consolidation Loan, Credit-Builder Loan, Personal Loan, Student Loan, and Payday Loan",62,19.0,7,10.0,Bad,2097.73,34.7,9 Years and 0 Months,Yes,129.68,106.99,High_spent_Small_value_payments,193.81,Poor
CUS_0x7766,July,Stephensonc,47,Writer,95460.81,2,3,"Mortgage Loan, Personal Loan, and Mortgage Loan",3,5.0,3,7.0,Good,184.44,39.64,27 Years and 11 Months,No,201.51,234.25,High_spent_Medium_value_payments,613.15,Good
CUS_0x93a7,July,Jonathan Cablen,39,Lawyer,7414.14,6,9,"Not Specified, Mortgage Loan, Auto Loan, Credit-Builder Loan, Credit-Builder Loan, Debt Consolidation Loan, Personal Loan, Personal Loan, and Auto Loan",60,20.0,17,10.0,Bad,2580.05,26.23,5 Years and 2 Months,Yes,51.42,10000.0,Low_spent_Small_value_payments,282.1,Standard
CUS_0x93a7,August,Jonathan Cablen,39,Lawyer,7414.14,6,9,"Not Specified, Mortgage Loan, Auto Loan, Credit-Builder Loan, Credit-Builder Loan, Debt Consolidation Loan, Personal Loan, Personal Loan, and Auto Loan",60,21.0,22,10.0,Bad,2580.05,40.0,5 Years and 3 Months,Yes,51.42,93.07,Low_spent_Small_value_payments,235.9,Standard
CUS_0xa47e,July,Leforty,19,Architect,37024.7,8,5,"Not Specified, Credit-Builder Loan, Credit-Builder Loan, Credit-Builder Loan, and Home Equity Loan",16,24.0,0,10.0,Bad,2258.3,36.86,9 Years and 10 Months,Yes,114.54,37.81,High_spent_Medium_value_payments,415.58,Poor
CUS_0xa47e,August,Leforty,19,Architect,37024.7,8,5,"Not Specified, Credit-Builder Loan, Credit-Builder Loan, Credit-Builder Loan, and Home Equity Loan",16,25.0,0,10.0,Bad,2258.3,32.53,9 Years and 11 Months,Yes,114.54,357.47,Low_spent_Small_value_payments,135.93,Poor
CUS_0x8cdb,July,Lynnleys,51,Manager,92650.2,5,-100,"Auto Loan, Not Specified, and Auto Loan",1,0.0,8,6.0,Good,872.0,32.05,17 Years and 2 Months,No,220.41,318.62,High_spent_Medium_value_payments,501.96,Good
CUS_0x126d,July,Brownj,37,Architect,34710.6,6,7,"Credit-Builder Loan, Payday Loan, Credit-Builder Loan, Student Loan, Payday Loan, Not Specified, and Mortgage Loan",22,3162.0,14,10.0,Standard,1462.53,31.14,14 Years and 11 Months,Yes,197.11,169.14,Low_spent_Medium_value_payments,230.8,Standard
CUS_0x126d,August,Brownj,37,Architect,34710.6,6,7,"Credit-Builder Loan, Payday Loan, Credit-Builder Loan, Student Loan, Payday Loan, Not Specified, and Mortgage Loan",22,10.0,14,10.0,Standard,1462.53,33.99,15 Years and 0 Months,Yes,197.11,324.46,Low_spent_Small_value_payments,85.48,Standard
CUS_0xb76f,July,Raymondr,45,Musician,39513.84,4,3,"Not Specified, Debt Consolidation Loan, and Personal Loan",9,13.0,9,2.0,Good,1029.0,30.36,28 Years and 9 Months,No,89.8,277.14,Low_spent_Large_value_payments,202.44,Good
CUS_0x5993,August,Stephensonq,41,Developer,30352.11,-1,1,Student Loan,8,4.0,7,0.0,Good,644.57,32.94,24 Years and 0 Months,No,16.48,89.62,High_spent_Medium_value_payments,375.63,Standard
CUS_0x8564,July,Doug Palmery,37,Mechanic,93890.61,7,4,"Personal Loan, Mortgage Loan, Debt Consolidation Loan, and Student Loan",11,12.0,1,10.0,Standard,877.12,35.75,11 Years and 1 Months,Yes,233.58,10000.0,High_spent_Small_value_payments,288.21,Standard
CUS_0x477d,July,Luis Rojasa,20,Journalist,21001.62,7,5,"Mortgage Loan, Mortgage Loan, Auto Loan, Debt Consolidation Loan, and Mortgage Loan",27,18.0,9,10.0,Standard,1371.56,28.62,20 Years and 4 Months,Yes,72.79,78.92,Low_spent_Small_value_payments,283.5,Standard
CUS_0x9d7d,August,Silvia Aloisid,53,Architect,29879.43,6,3,"Mortgage Loan, Home Equity Loan, and Auto Loan",5,19.0,11,8.0,Standard,1286.59,33.07,25 Years and 2 Months,No,66.96,239.41,Low_spent_Small_value_payments,228.73,Poor
CUS_0x97bd,July,Ryany,22,Engineer,8736.19,4,3,"Credit-Builder Loan, Auto Loan, and Student Loan",8,19.0,11,4.0,Standard,1895.45,30.86,11 Years and 7 Months,Yes,16.67,33.13,Low_spent_Small_value_payments,304.11,Poor
CUS_0x1277,August,Baileyt,23,Engineer,13762.45,7,5,"Personal Loan, Debt Consolidation Loan, Not Specified, Personal Loan, and Credit-Builder Loan",14,8.0,8,6.0,Standard,720.94,28.35,11 Years and 5 Months,NM,3653.0,10000.0,Low_spent_Small_value_payments,285.25,Standard
CUS_0x9550,July,Roumeliotism,35,Writer,34435.82,6,1,Auto Loan,14,13.0,18,7.0,Standard,360.11,31.45,10 Years and 4 Months,NM,27.83,94.06,High_spent_Medium_value_payments,402.18,Standard
CUS_0x9550,August,Roumeliotism,35,Writer,34435.82,6,1,Auto Loan,16,13.0,17,7.0,Standard,360.11,39.35,10 Years and 5 Months,Yes,27.83,92.06,High_spent_Medium_value_payments,404.18,Standard
CUS_0xb83d,July,Caroline Valetkevitchl,31,Engineer,26690.13,6,7,"Student Loan, Personal Loan, Credit-Builder Loan, Mortgage Loan, Debt Consolidation Loan, Auto Loan, and Personal Loan",6,15.0,10,6.0,Standard,661.26,24.73,13 Years and 3 Months,Yes,150.26,68.48,High_spent_Medium_value_payments,263.87,Good
CUS_0xa1c3,August,Helenp,45,Manager,59789.0,3,1,Credit-Builder Loan,4,10.0,8,1.0,Good,1155.96,25.7,30 Years and 2 Months,No,644.69,330.22,Low_spent_Large_value_payments,415.6,Standard
CUS_0x47d3,July,Alexl,41,Mechanic,23129.88,5,2,"Student Loan, and Student Loan",7,14.0,11,5.0,Good,868.83,30.2,15 Years and 7 Months,No,28.68,73.43,Low_spent_Small_value_payments,361.44,Good
CUS_0x47d3,August,Alexl,41,Mechanic,23129.88,5,2,"Student Loan, and Student Loan",7,14.0,4,5.0,Good,868.83,22.87,15 Years and 8 Months,No,28.68,22.72,High_spent_Large_value_payments,362.16,Good
CUS_0x5585,August,Lidia Kellyg,55,Doctor,60340.02,6,1,Payday Loan,29,18.0,12,6.0,Standard,890.61,39.23,15 Years and 11 Months,NM,551.15,332.88,Low_spent_Small_value_payments,414.62,Standard
CUS_0x3530,July,Edwardk,30,Journalist,43200.9,8,4,"Personal Loan, Mortgage Loan, Credit-Builder Loan, and Not Specified",33,22.0,6,12.0,Bad,1404.99,36.7,11 Years and 9 Months,Yes,117.83,279.53,Low_spent_Medium_value_payments,263.34,Standard
CUS_0x3530,August,Edwardk,30,Journalist,43200.9,8,4,"Personal Loan, Mortgage Loan, Credit-Builder Loan, and Not Specified",33,22.0,6,12.0,Bad,1404.99,35.67,11 Years and 10 Months,Yes,117.83,35.98,High_spent_Large_value_payments,466.89,Standard
CUS_0x2f9b,July,Bosea,25,Engineer,17397.56,9,6,"Debt Consolidation Loan, Debt Consolidation Loan, Personal Loan, Not Specified, Not Specified, and Mortgage Loan",47,16.0,17,9.0,Bad,1435.6,28.99,19 Years and 1 Months,Yes,37041.0,32.98,High_spent_Medium_value_payments,315.9,Poor
CUS_0x2f9b,August,Bosea,25,Engineer,17397.56,9,6,"Debt Consolidation Loan, Debt Consolidation Loan, Personal Loan, Not Specified, Not Specified, and Mortgage Loan",47,20.0,17,9.0,Bad,1435.6,34.4,19 Years and 2 Months,Yes,21139.0,87.68,Low_spent_Medium_value_payments,291.2,Poor
CUS_0x8fb4,July,Shalal-Esar,48,Accountant,104994.33,523,3,"Payday Loan, Not Specified, and Not Specified",6,15.0,1,4.0,Good,467.77,23.39,23 Years and 3 Months,No,574.24,858.97,Low_spent_Medium_value_payments,146.38,Standard
CUS_0x8d6e,August,Andrew Callust,16,Doctor,13139.38,8,3,"Mortgage Loan, Student Loan, and Credit-Builder Loan",7,13.0,13,7.0,Standard,1181.1,25.13,24 Years and 4 Months,Yes,31.1,86.88,Low_spent_Medium_value_payments,274.72,Standard
CUS_0x6d05,August,Katee,46,Mechanic,84833.62,5,4,"Auto Loan, Payday Loan, Payday Loan, and Home Equity Loan",4,-2.0,2,2.0,Good,557.38,24.38,20 Years and 9 Months,No,274.94,481.94,Low_spent_Large_value_payments,200.66,Good
CUS_0x69b4,July,Juliend,27,Teacher,21178.31,5,3,"Not Specified, Auto Loan, and Not Specified",23,17.0,0,5.0,Standard,262.25,34.96,24 Years and 3 Months,No,45.48,73.12,Low_spent_Small_value_payments,370.49,Good
CUS_0x7154,August,Cohenm,33,Accountant,122053.2,8,-100,"Debt Consolidation Loan, Payday Loan, Not Specified, Auto Loan, and Personal Loan",19,18.0,9,6.0,Standard,1292.35,29.69,6 Years and 10 Months,Yes,388.91,769.68,Low_spent_Medium_value_payments,158.42,Standard
